tanggal,umkm_kategori,total_pengeluaran,jumlah_invoice,total_item,total_pemasukan,net_cash_flow,tahun,bulan,hari_ke_minggu,minggu_ke_tahun,is_weekend,is_peak_month,nama_hari,cashflow_kumulatif,cashflow_ma7,cashflow_ma30,income_lag7,income_lag30,cashflow_lag1,cashflow_lag7,split
2010-01-04,Jasa & Servis,875000,12,682,14084000,13209000,2010,1,0,1,0,1,Monday,360600000,870571,13355555,0.0,,-934000.0,-1197000.0,train
2010-01-06,Jasa & Servis,719000,4,55,3119000,2400000,2010,1,2,1,0,1,Wednesday,363000000,1338285,12964285,0.0,,13209000.0,-874000.0,train
2010-01-07,Jasa & Servis,984000,16,634,22691000,21707000,2010,1,3,1,0,1,Thursday,384707000,4569857,13265758,0.0,,2400000.0,-914000.0,train
2010-01-08,Jasa & Servis,769000,13,160,6211000,5442000,2010,1,4,1,0,1,Friday,390149000,5477428,13004966,0.0,,21707000.0,-911000.0,train
2010-01-09,Jasa & Servis,817000,0,0,0,-817000,2010,1,5,1,1,1,Saturday,389332000,5395857,12126300,0.0,29231000.0,5442000.0,-246000.0,train
2010-01-10,Jasa & Servis,1389000,13,296,11934000,10545000,2010,1,6,1,1,1,Sunday,399877000,7364571,11459766,0.0,31718000.0,-817000.0,-3236000.0,train
2010-01-11,Jasa & Servis,114000,24,291,16156000,16042000,2010,1,0,2,0,1,Monday,415919000,9789714,11198100,0.0,24736000.0,10545000.0,-934000.0,train
2010-01-13,Jasa & Servis,256000,13,238,10522000,10266000,2010,1,2,2,0,1,Wednesday,426185000,9369285,10943433,14084000.0,18653000.0,16042000.0,13209000.0,train
2010-01-15,Jasa & Servis,2249000,19,339,12795000,10546000,2010,1,4,2,0,1,Friday,436731000,10533000,10764700,3119000.0,16002000.0,10266000.0,2400000.0,train
2010-01-17,Jasa & Servis,603000,22,358,16952000,16349000,2010,1,6,2,1,1,Sunday,453080000,9767571,10571800,22691000.0,22702000.0,10546000.0,21707000.0,train
2010-01-20,Jasa & Servis,339000,9,97,4185000,3846000,2010,1,2,3,0,1,Wednesday,456926000,9539571,9939100,6211000.0,23678000.0,16349000.0,5442000.0,train
2010-01-21,Jasa & Servis,60000,23,653,20784000,20724000,2010,1,3,3,0,1,Thursday,477650000,12616857,10025300,0.0,18318000.0,3846000.0,-817000.0,train
2010-01-22,Jasa & Servis,50000,21,1346,43161000,43111000,2010,1,4,3,0,1,Friday,520761000,17269142,11150300,11934000.0,10202000.0,20724000.0,10545000.0,train
2010-01-24,Jasa & Servis,333000,31,549,17546000,17213000,2010,1,6,3,1,1,Sunday,537974000,17436428,10328466,16156000.0,42583000.0,43111000.0,16042000.0,train
2010-01-25,Jasa & Servis,91000,23,223,12905000,12814000,2010,1,0,4,0,1,Monday,550788000,17800428,9799400,10522000.0,30186000.0,17213000.0,10266000.0,train
2010-01-27,Jasa & Servis,926000,22,510,17669000,16743000,2010,1,2,4,0,1,Wednesday,567531000,18685714,9538733,12795000.0,24623000.0,12814000.0,10546000.0,train
2010-01-30,Jasa & Servis,729000,0,0,0,-729000,2010,1,5,4,1,1,Saturday,566802000,16246000,9208466,16952000.0,10029000.0,16743000.0,16349000.0,train
2010-01-31,Jasa & Servis,1352000,25,471,14482000,13130000,2010,1,6,4,1,1,Sunday,579932000,17572285,8402233,4185000.0,37431000.0,-729000.0,3846000.0,train
2010-02-01,Jasa & Servis,3217000,26,372,12804000,9587000,2010,2,0,5,0,1,Monday,589519000,15981285,8753766,20784000.0,0.0,13130000.0,20724000.0,train
2010-02-02,Jasa & Servis,837000,23,497,15370000,14533000,2010,2,1,5,0,1,Tuesday,604052000,11898714,9122666,43161000.0,4177000.0,9587000.0,43111000.0,train
2010-02-03,Jasa & Servis,1172000,21,224,11417000,10245000,2010,2,2,5,0,1,Wednesday,614297000,10903285,8667233,17546000.0,24739000.0,14533000.0,17213000.0,train
2010-02-04,Jasa & Servis,814000,30,472,16151000,15337000,2010,2,3,5,0,1,Thursday,629634000,11263714,9098200,12905000.0,3140000.0,10245000.0,12814000.0,train
2010-02-05,Jasa & Servis,88000,13,134,6798000,6710000,2010,2,4,5,0,1,Friday,636344000,9830428,9354700,17669000.0,0.0,15337000.0,16743000.0,train
2010-02-06,Jasa & Servis,819000,0,0,0,-819000,2010,2,5,5,1,1,Saturday,635525000,9817571,9367300,0.0,0.0,6710000.0,-729000.0,train
2010-02-07,Jasa & Servis,874000,13,199,5641000,4767000,2010,2,6,5,1,1,Sunday,640292000,8622857,9555333,14482000.0,0.0,-819000.0,13130000.0,train
2010-02-09,Jasa & Servis,821000,25,722,18768000,17947000,2010,2,1,6,0,1,Tuesday,658239000,9817142,10184033,12804000.0,0.0,4767000.0,9587000.0,train
2010-02-10,Jasa & Servis,51000,11,160,5156000,5105000,2010,2,2,6,0,1,Wednesday,663344000,8470285,10384566,15370000.0,0.0,17947000.0,14533000.0,train
2010-02-13,Jasa & Servis,210000,0,0,0,-210000,2010,2,5,6,1,1,Saturday,663134000,6976714,10385766,11417000.0,0.0,5105000.0,10245000.0,train
2010-02-14,Jasa & Servis,593000,17,294,15064000,14471000,2010,2,6,6,1,1,Sunday,677605000,6853000,10976000,16151000.0,0.0,-210000.0,15337000.0,train
2010-02-15,Jasa & Servis,2288000,13,12609,38949000,36661000,2010,2,0,7,0,1,Monday,714266000,11131714,12229166,6798000.0,0.0,14471000.0,6710000.0,train
2010-02-16,Jasa & Servis,729000,32,547,27692000,26963000,2010,2,1,7,0,1,Tuesday,741229000,15100571,12687633,0.0,14084000.0,36661000.0,-819000.0,train
2010-02-17,Jasa & Servis,981000,21,400,19906000,18925000,2010,2,2,7,0,1,Wednesday,760154000,17123142,13238466,5641000.0,3119000.0,26963000.0,4767000.0,train
2010-02-19,Jasa & Servis,31000,18,172,8337000,8306000,2010,2,4,7,0,1,Friday,768460000,15745857,12791766,18768000.0,22691000.0,18925000.0,17947000.0,train
2010-02-20,Jasa & Servis,280000,0,0,0,-280000,2010,2,5,7,1,1,Saturday,768180000,14976571,12601033,5156000.0,6211000.0,8306000.0,5105000.0,train
2010-02-22,Jasa & Servis,150000,21,532,37377000,37227000,2010,2,0,8,0,1,Monday,805407000,20324714,13869166,0.0,0.0,-280000.0,-210000.0,train
2010-02-23,Jasa & Servis,774000,18,418,12474000,11700000,2010,2,1,8,0,1,Tuesday,817107000,19928857,13907666,15064000.0,11934000.0,37227000.0,14471000.0,train
2010-02-24,Jasa & Servis,1015000,24,531,22231000,21216000,2010,2,2,8,0,1,Wednesday,838323000,17722428,14080133,38949000.0,16156000.0,11700000.0,36661000.0,train
2010-02-25,Jasa & Servis,869000,34,1002,28476000,27607000,2010,2,3,8,0,1,Thursday,865930000,17814428,14658166,27692000.0,10522000.0,21216000.0,26963000.0,train
2010-02-26,Jasa & Servis,696000,17,376,13917000,13221000,2010,2,4,8,0,1,Friday,879151000,16999571,14747333,19906000.0,12795000.0,27607000.0,18925000.0,train
2010-02-27,Jasa & Servis,85000,0,0,0,-85000,2010,2,5,8,1,1,Saturday,879066000,15800857,14199533,8337000.0,16952000.0,13221000.0,8306000.0,train
2010-03-01,Jasa & Servis,2735000,28,381,13712000,10977000,2010,3,0,9,0,0,Monday,890043000,17409000,14437233,0.0,4185000.0,-85000.0,-280000.0,train
2010-03-05,Jasa & Servis,663000,24,336,12738000,12075000,2010,3,4,9,0,0,Friday,902118000,13815857,14148933,37377000.0,20784000.0,10977000.0,37227000.0,train
2010-03-06,Jasa & Servis,1019000,0,0,0,-1019000,2010,3,5,9,1,0,Saturday,901099000,11998857,12677933,12474000.0,43161000.0,12075000.0,11700000.0,train
2010-03-07,Jasa & Servis,653000,28,498,15307000,14654000,2010,3,6,9,1,0,Sunday,915753000,11061428,12592633,22231000.0,17546000.0,-1019000.0,21216000.0,train
2010-03-09,Jasa & Servis,469000,25,387,13564000,13095000,2010,3,1,10,0,0,Tuesday,928848000,8988285,12602000,28476000.0,12905000.0,14654000.0,27607000.0,train
2010-03-10,Jasa & Servis,1014000,23,466,15024000,14010000,2010,3,2,10,0,0,Wednesday,942858000,9101000,12510900,13917000.0,17669000.0,13095000.0,13221000.0,train
2010-03-11,Jasa & Servis,659000,23,618,19740000,19081000,2010,3,3,10,0,0,Thursday,961939000,11839000,13171233,0.0,0.0,14010000.0,-85000.0,train
2010-03-12,Jasa & Servis,179000,17,1311,31932000,31753000,2010,3,4,10,0,0,Friday,993692000,14807000,13792000,13712000.0,14482000.0,19081000.0,10977000.0,train
2010-03-13,Jasa & Servis,1019000,0,0,0,-1019000,2010,3,5,10,1,0,Saturday,992673000,12936428,13438466,12738000.0,12804000.0,31753000.0,12075000.0,train
2010-03-15,Jasa & Servis,1500000,26,405,15897000,14397000,2010,3,0,11,0,0,Monday,1007070000,15138714,13433933,0.0,15370000.0,-1019000.0,-1019000.0,train
2010-03-16,Jasa & Servis,89000,20,429,13377000,13288000,2010,3,1,11,0,0,Tuesday,1020358000,14943571,13535366,15307000.0,11417000.0,14397000.0,14654000.0,train
2010-03-17,Jasa & Servis,340000,22,260,10652000,10312000,2010,3,2,11,0,0,Wednesday,1030670000,14546000,13367866,13564000.0,16151000.0,13288000.0,13095000.0,train
2010-03-18,Jasa & Servis,557000,41,752,23489000,22932000,2010,3,3,11,0,0,Thursday,1053602000,15820571,13908600,15024000.0,6798000.0,10312000.0,14010000.0,train
2010-03-19,Jasa & Servis,969000,26,275,11844000,10875000,2010,3,4,11,0,0,Friday,1064477000,14648285,14298400,19740000.0,0.0,22932000.0,19081000.0,train
2010-03-21,Jasa & Servis,16000,24,493,14501000,14485000,2010,3,6,11,1,0,Sunday,1078962000,12181428,14622333,31932000.0,5641000.0,10875000.0,31753000.0,train
2010-03-22,Jasa & Servis,592000,29,444,16052000,15460000,2010,3,0,12,0,0,Monday,1094422000,14535571,14539433,0.0,18768000.0,14485000.0,-1019000.0,train
2010-03-23,Jasa & Servis,685000,32,331,12014000,11329000,2010,3,1,12,0,0,Tuesday,1105751000,14097285,14746900,15897000.0,5156000.0,15460000.0,14397000.0,train
2010-03-24,Jasa & Servis,666000,27,495,15312000,14646000,2010,3,2,12,0,0,Wednesday,1120397000,14291285,15242100,13377000.0,0.0,11329000.0,13288000.0,train
2010-03-25,Jasa & Servis,615000,38,538,20486000,19871000,2010,3,3,12,0,0,Thursday,1140268000,15656857,15422100,10652000.0,15064000.0,14646000.0,10312000.0,train
2010-03-28,Jasa & Servis,76000,34,776,23564000,23488000,2010,3,6,12,1,0,Sunday,1163756000,15736285,14983000,23489000.0,38949000.0,19871000.0,22932000.0,train
2010-03-29,Jasa & Servis,351000,33,782,38268000,37917000,2010,3,0,13,0,0,Monday,1201673000,19599428,15348133,11844000.0,27692000.0,23488000.0,10875000.0,train
2010-03-31,Jasa & Servis,681000,34,464,23304000,22623000,2010,3,2,13,0,0,Wednesday,1224296000,20762000,15471400,14501000.0,19906000.0,37917000.0,14485000.0,train
2010-04-01,Jasa & Servis,2776000,41,1094,33204000,30428000,2010,4,3,13,0,0,Thursday,1254724000,22900285,16208800,16052000.0,8337000.0,22623000.0,15460000.0,train
2010-04-02,Jasa & Servis,527000,0,0,0,-527000,2010,4,4,13,0,0,Friday,1254197000,21206571,16200566,12014000.0,0.0,30428000.0,11329000.0,train
2010-04-03,Jasa & Servis,923000,0,0,0,-923000,2010,4,5,13,1,0,Saturday,1253274000,18982428,14928900,15312000.0,37377000.0,-527000.0,14646000.0,train
2010-04-05,Jasa & Servis,824000,0,0,0,-824000,2010,4,0,14,0,0,Monday,1252450000,16026000,14511433,20486000.0,12474000.0,-923000.0,19871000.0,train
2010-04-06,Jasa & Servis,1254000,20,530,13937000,12683000,2010,4,1,14,0,0,Tuesday,1265133000,14482428,14227000,23564000.0,22231000.0,-824000.0,23488000.0,train
2010-04-07,Jasa & Servis,825000,20,366,14615000,13790000,2010,4,2,14,0,0,Wednesday,1278923000,11035714,13766433,38268000.0,28476000.0,12683000.0,37917000.0,train
2010-04-09,Jasa & Servis,841000,15,274,8213000,7372000,2010,4,4,14,0,0,Friday,1286295000,8857000,13571466,23304000.0,13917000.0,13790000.0,22623000.0,train
2010-04-10,Jasa & Servis,194000,0,0,0,-194000,2010,4,5,14,1,0,Saturday,1286101000,4482428,13567833,33204000.0,0.0,7372000.0,30428000.0,train
2010-04-11,Jasa & Servis,768000,21,473,14769000,14001000,2010,4,6,14,1,0,Sunday,1300102000,6557857,13668633,0.0,13712000.0,-194000.0,-527000.0,train
2010-04-12,Jasa & Servis,637000,19,716,27271000,26634000,2010,4,0,15,0,0,Monday,1326736000,10494571,14153933,0.0,12738000.0,14001000.0,-923000.0,train
2010-04-13,Jasa & Servis,428000,32,476,18710000,18282000,2010,4,1,15,0,0,Tuesday,1345018000,13224000,14797300,0.0,0.0,26634000.0,-824000.0,train
2010-04-14,Jasa & Servis,45000,23,1253,37864000,37819000,2010,4,2,15,0,0,Wednesday,1382837000,16814857,15569466,13937000.0,15307000.0,18282000.0,12683000.0,train
2010-04-15,Jasa & Servis,2326000,25,488,15171000,12845000,2010,4,3,15,0,0,Thursday,1395682000,16679857,15561133,14615000.0,13564000.0,37819000.0,13790000.0,train
2010-04-16,Jasa & Servis,678000,21,265,11972000,11294000,2010,4,4,15,0,0,Friday,1406976000,17240142,15470600,8213000.0,15024000.0,12845000.0,7372000.0,train
2010-04-18,Jasa & Servis,92000,34,617,29471000,29379000,2010,4,6,15,1,0,Sunday,1436355000,21464857,15813866,0.0,19740000.0,11294000.0,-194000.0,train
2010-04-21,Jasa & Servis,886000,31,818,33641000,32755000,2010,4,2,16,0,0,Wednesday,1469110000,24144000,15847266,14769000.0,31932000.0,29379000.0,14001000.0,train
2010-04-22,Jasa & Servis,885000,31,964,33107000,32222000,2010,4,3,16,0,0,Thursday,1501332000,24942285,16955300,27271000.0,0.0,32755000.0,26634000.0,train
2010-04-23,Jasa & Servis,48000,28,436,15952000,15904000,2010,4,4,16,0,0,Friday,1517236000,24602571,17005533,18710000.0,15897000.0,32222000.0,18282000.0,train
2010-04-24,Jasa & Servis,86000,0,0,0,-86000,2010,4,5,16,1,0,Saturday,1517150000,19187571,16559733,37864000.0,13377000.0,15904000.0,37819000.0,train
2010-04-25,Jasa & Servis,685000,29,442,17725000,17040000,2010,4,6,16,1,0,Sunday,1534190000,19786857,16784000,15171000.0,10652000.0,-86000.0,12845000.0,train
2010-04-26,Jasa & Servis,470000,47,704,28827000,28357000,2010,4,0,17,0,0,Monday,1562547000,22224428,16964833,11972000.0,23489000.0,17040000.0,11294000.0,train
2010-04-27,Jasa & Servis,1002000,41,718,34219000,33217000,2010,4,1,17,0,0,Tuesday,1595764000,22772714,17709566,29471000.0,11844000.0,28357000.0,29379000.0,train
2010-04-28,Jasa & Servis,711000,41,970,36761000,36050000,2010,4,2,17,0,0,Wednesday,1631814000,23243428,18428400,33641000.0,14501000.0,33217000.0,32755000.0,train
2010-04-29,Jasa & Servis,662000,36,653,29477000,28815000,2010,4,3,17,0,0,Thursday,1660629000,22756714,18873566,33107000.0,16052000.0,36050000.0,32222000.0,train
2010-04-30,Jasa & Servis,625000,20,545,16572000,15947000,2010,4,4,17,0,0,Friday,1676576000,22762857,19027500,15952000.0,12014000.0,28815000.0,15904000.0,train
2010-05-01,Jasa & Servis,2934000,0,0,0,-2934000,2010,5,5,17,1,0,Saturday,1673642000,22356000,18441500,0.0,15312000.0,15947000.0,-86000.0,train
2010-05-03,Jasa & Servis,867000,0,0,0,-867000,2010,5,0,18,0,0,Monday,1672775000,19797857,17750233,17725000.0,20486000.0,-2934000.0,17040000.0,train
2010-05-05,Jasa & Servis,988000,32,339,17179000,16191000,2010,5,2,18,0,0,Wednesday,1688966000,18059857,17507000,28827000.0,23564000.0,-867000.0,28357000.0,train
2010-05-06,Jasa & Servis,191000,39,2523,60625000,60434000,2010,5,3,18,0,0,Thursday,1749400000,21948000,18257566,34219000.0,38268000.0,16191000.0,33217000.0,train
2010-05-08,Jasa & Servis,237000,0,0,0,-237000,2010,5,5,18,1,0,Saturday,1749163000,16764142,17495566,36761000.0,23304000.0,60434000.0,36050000.0,train
2010-05-10,Jasa & Servis,581000,34,807,42292000,41711000,2010,5,0,19,0,0,Monday,1790874000,18606428,17871666,29477000.0,33204000.0,-237000.0,28815000.0,train
2010-05-11,Jasa & Servis,80000,28,589,29191000,29111000,2010,5,1,19,0,0,Tuesday,1819985000,20487000,18859600,16572000.0,0.0,41711000.0,15947000.0,train
2010-05-13,Jasa & Servis,984000,28,1258,35101000,34117000,2010,5,3,19,0,0,Thursday,1854102000,25780000,20027600,0.0,0.0,29111000.0,-2934000.0,train
2010-05-14,Jasa & Servis,694000,23,649,36030000,35336000,2010,5,4,19,0,0,Friday,1889438000,30951857,21232933,0.0,0.0,34117000.0,-867000.0,train
2010-05-15,Jasa & Servis,1716000,0,0,0,-1716000,2010,5,5,19,1,0,Saturday,1887722000,28393714,20752966,17179000.0,13937000.0,35336000.0,16191000.0,train
2010-05-16,Jasa & Servis,103000,29,480,20131000,20028000,2010,5,6,19,1,0,Sunday,1907750000,22621428,20960900,60625000.0,14615000.0,-1716000.0,60434000.0,train
2010-05-21,Jasa & Servis,648000,31,1005,86126000,85478000,2010,5,4,20,0,0,Friday,1993228000,34866428,23564433,0.0,8213000.0,20028000.0,-237000.0,train
2010-05-23,Jasa & Servis,748000,32,775,35747000,34999000,2010,5,6,20,1,0,Sunday,2028227000,33907571,24737533,42292000.0,0.0,85478000.0,41711000.0,train
2010-05-24,Jasa & Servis,209000,30,536,27753000,27544000,2010,5,0,21,0,0,Monday,2055771000,33683714,25188966,29191000.0,14769000.0,34999000.0,29111000.0,train
2010-05-25,Jasa & Servis,570000,31,552,22757000,22187000,2010,5,1,21,0,0,Tuesday,2077958000,31979428,25040733,35101000.0,27271000.0,27544000.0,34117000.0,train
2010-05-26,Jasa & Servis,111000,47,709,25202000,25091000,2010,5,2,21,0,0,Wednesday,2103049000,30515857,25267700,36030000.0,18710000.0,22187000.0,35336000.0,train
2010-05-28,Jasa & Servis,423000,29,498,30755000,30332000,2010,5,4,21,0,0,Friday,2133381000,35094142,25018133,0.0,37864000.0,25091000.0,-1716000.0,train
2010-05-29,Jasa & Servis,582000,0,0,0,-582000,2010,5,5,21,1,0,Saturday,2132799000,32149857,24570566,20131000.0,15171000.0,30332000.0,20028000.0,train
2010-05-31,Jasa & Servis,531000,0,0,0,-531000,2010,5,0,22,0,0,Monday,2132268000,19862857,24176400,86126000.0,11972000.0,-582000.0,85478000.0,train
2010-06-01,Jasa & Servis,2799000,24,754,24254000,21455000,2010,6,1,22,0,1,Tuesday,2153723000,17928000,23912266,35747000.0,29471000.0,-531000.0,34999000.0,train
2010-06-02,Jasa & Servis,779000,16,260,12506000,11727000,2010,6,2,22,0,1,Wednesday,2165450000,15668428,23211333,27753000.0,33641000.0,21455000.0,27544000.0,train
2010-06-03,Jasa & Servis,981000,30,429,16691000,15710000,2010,6,3,22,0,1,Thursday,2181160000,14743142,22660933,22757000.0,33107000.0,11727000.0,22187000.0,train
2010-06-04,Jasa & Servis,285000,28,755,22625000,22340000,2010,6,4,22,0,1,Friday,2203500000,14350142,22875466,25202000.0,15952000.0,15710000.0,25091000.0,train
2010-06-05,Jasa & Servis,1036000,0,0,0,-1036000,2010,6,5,22,1,1,Saturday,2202464000,9869000,22843800,30755000.0,0.0,22340000.0,30332000.0,train
2010-06-07,Jasa & Servis,358000,59,651,40840000,40482000,2010,6,0,23,0,1,Monday,2242946000,15735285,23625200,0.0,17725000.0,-1036000.0,-582000.0,train
2010-06-08,Jasa & Servis,928000,34,610,29660000,28732000,2010,6,1,23,0,1,Tuesday,2271678000,19915714,23637700,0.0,28827000.0,40482000.0,-531000.0,train
2010-06-11,Jasa & Servis,258000,44,1175,38939000,38681000,2010,6,4,23,0,1,Friday,2310359000,22376571,23819833,24254000.0,34219000.0,28732000.0,21455000.0,train
2010-06-14,Jasa & Servis,1049000,29,620,26972000,25923000,2010,6,0,24,0,1,Monday,2336282000,24404571,23482266,12506000.0,36761000.0,38681000.0,11727000.0,train
2010-06-15,Jasa & Servis,2451000,25,809,20697000,18246000,2010,6,1,24,0,1,Tuesday,2354528000,24766857,23129966,16691000.0,29477000.0,25923000.0,15710000.0,train
2010-06-16,Jasa & Servis,243000,35,429,22087000,21844000,2010,6,2,24,0,1,Wednesday,2376372000,24696000,23326533,22625000.0,16572000.0,18246000.0,22340000.0,train
2010-06-17,Jasa & Servis,284000,39,456,19474000,19190000,2010,6,3,24,0,1,Thursday,2395562000,27585428,24064000,0.0,0.0,21844000.0,-1036000.0,train
2010-06-18,Jasa & Servis,664000,20,389,25724000,25060000,2010,6,4,24,0,1,Friday,2420622000,25382285,24928233,40840000.0,0.0,19190000.0,40482000.0,train
2010-06-19,Jasa & Servis,208000,0,0,0,-208000,2010,6,5,24,1,1,Saturday,2420414000,21248000,24381600,29660000.0,17179000.0,25060000.0,28732000.0,train
2010-06-20,Jasa & Servis,1137000,8,101,6258000,5121000,2010,6,6,24,1,1,Sunday,2425535000,16453714,22537833,38939000.0,60625000.0,-208000.0,38681000.0,train
2010-06-25,Jasa & Servis,377000,22,289,13360000,12983000,2010,6,4,25,0,1,Friday,2438518000,14605142,22978500,26972000.0,0.0,5121000.0,25923000.0,train
2010-06-26,Jasa & Servis,869000,0,0,0,-869000,2010,6,5,25,1,1,Saturday,2437649000,11874428,21559166,20697000.0,42292000.0,12983000.0,18246000.0,train
2010-06-27,Jasa & Servis,812000,30,244,11750000,10938000,2010,6,6,25,1,1,Sunday,2448587000,10316428,20953400,22087000.0,29191000.0,-869000.0,21844000.0,train
2010-06-28,Jasa & Servis,972000,30,1227,39613000,38641000,2010,6,0,26,0,1,Monday,2487228000,13095142,21104200,19474000.0,35101000.0,10938000.0,19190000.0,train
2010-06-29,Jasa & Servis,898000,23,397,18434000,17536000,2010,6,1,26,0,1,Tuesday,2504764000,12020285,20510866,25724000.0,36030000.0,38641000.0,25060000.0,train
2010-07-01,Jasa & Servis,3505000,32,371,17928000,14423000,2010,7,3,26,0,1,Thursday,2519187000,14110428,21048833,0.0,0.0,17536000.0,-208000.0,train
2010-07-03,Jasa & Servis,847000,0,0,0,-847000,2010,7,5,26,1,1,Saturday,2518340000,13257857,20353000,6258000.0,20131000.0,14423000.0,5121000.0,train
2010-07-04,Jasa & Servis,804000,13,144,6900000,6096000,2010,7,6,26,1,1,Sunday,2524436000,12274000,17706933,13360000.0,86126000.0,-847000.0,12983000.0,train
2010-07-05,Jasa & Servis,885000,47,743,35913000,35028000,2010,7,0,27,0,1,Monday,2559464000,17402142,17707900,0.0,35747000.0,6096000.0,-869000.0,train
2010-07-06,Jasa & Servis,394000,22,727,20639000,20245000,2010,7,1,27,0,1,Tuesday,2579709000,18731714,17464600,11750000.0,27753000.0,35028000.0,10938000.0,train
2010-07-07,Jasa & Servis,863000,39,566,31234000,30371000,2010,7,2,27,0,1,Wednesday,2610080000,17550285,17737400,39613000.0,22757000.0,20245000.0,38641000.0,train
2010-07-08,Jasa & Servis,224000,32,272,18558000,18334000,2010,7,3,27,0,1,Thursday,2628414000,17664285,17512166,18434000.0,25202000.0,30371000.0,17536000.0,train
2010-07-09,Jasa & Servis,1246000,14,399,52284000,51038000,2010,7,4,27,0,1,Friday,2679452000,22895000,18202366,17928000.0,30755000.0,18334000.0,14423000.0,train
